lng,lat
102.90797655971,26.480621626387,1
105.26644240668,30.726693218688,1
105.1346753088,29.038526227759,1
101.28495919997,26.580604432143,1
100.33197321468,28.557276806594,1
103.6841353941,29.757022267211,1
102.99852639474,30.085131443178,1
105.66066840492,28.66122499975,1
104.42526799786,30.818795227017,1
105.1259099269,28.186642815778,1
114.61591938233,26.993016199222,1
104.99731319778,29.189144671649,1
105.52687633551,28.465274636326,1
104.84683966673,31.417249499889,1
105.68719675531,28.601836707614,1
104.20689940188,30.5613674515,1
104.90560982191,29.224219795859,1
106.27359339576,30.013194462716,1
103.92998011946,30.657564864702,1
104.12903541311,30.634969812726,1
104.19015704144,30.818360515535,1
104.20801560326,31.16339967541,1
103.54053050516,29.989728396826,1
103.97917384366,30.561373061799,1
107.13708138876,31.258647814815,1
105.04541568321,29.664379483428,1
104.94427014638,29.801257773276,1
104.60335671905,30.002169979072,1
104.85769666152,29.797324925107,1
104.15560721005,30.353455296581,1
104.11311200058,29.083226628965,1
103.52919230142,29.672088658109,1
103.82415773966,29.276200032149,1
103.48377788465,29.618129291456,1
103.95247479107,29.216685642632,1
102.8456548662,28.019392130825,1
105.08553584027,28.773384182287,1
104.75837524668,28.581021352918,1
107.74428018505,29.330445224337,1
102.22658950531,27.905313380255,1
107.0938375323,31.589421109293,1
104.41777377512,29.406121518123,1
104.6135127488,28.802209923422,1
106.87465332355,31.192824163596,1
104.79479243229,28.305255049543,1
104.72039015969,28.454141781183,1
106.08779874058,30.814181833908,1
104.71848294197,28.45461929266,1
105.45117559137,28.89650459313,1
106.30163415055,31.275153658748,1
106.62324206755,31.474260762165,1
106.30353565492,31.264548802064,1
104.47686577982,30.802082809091,1
106.40836326729,31.524559014819,1
113.34535498754,22.529037981278,1
104.35490238182,30.744105713147,1
104.34683442228,30.73528772397,1
105.85284085772,30.870381153274,1
106.42515083586,31.531078135622,1
105.88980501291,30.806814735588,1
106.41032674259,31.039974578474,1
106.42490181924,31.531599332631,1
103.60224217314,30.98284405578,1
106.42498421794,31.03176726886,1
106.27877559547,30.784284473279,1
105.97704616249,30.587535231853,1
106.41577199477,31.033685704891,1
106.47754955664,31.02147392383,1
106.57112401481,31.075117864906,1
113.91490445527,22.552236618315,1
106.71931578328,31.059191377252,1
106.00857262435,31.548444149323,1
104.60398631295,28.757876127385,1
104.72113209687,28.453274849211,1
106.43158770512,31.010691476399,1
106.1705803139,30.894416393031,1
106.42348286123,31.024843015853,1
106.58339944082,31.455540521029,1
106.34259522038,31.154262101207,1
106.62634958213,31.475625832859,1
106.62667158279,31.475180800769,1
106.50509297355,30.593416166109,1
106.35849466671,30.964997598683,1
106.40093283761,31.535389449492,1
106.45250463845,30.773036848136,1
105.12574594219,31.307065352313,1
106.29512839504,31.272404248819,1
105.18372333288,28.607884256453,1
105.11584260542,28.69758297876,1
104.68510569395,28.732576366796,1
104.8514647728,30.388632534238,1
104.65408588031,31.456477936081,1
103.71928099449,30.628700613232,1
105.94506644991,31.442677462947,1
104.12501207276,30.343761665655,1
103.62979231529,32.785347594489,1
105.29294031485,29.339928856587,1
102.25445554385,26.670960011193,1
106.33677227867,30.79515070473,1
106.08552473314,30.813130411044,1
104.1157859839,30.52532905334,1
104.47687552568,31.595911651142,1
105.9705546098,31.570411658324,1
102.25188361984,26.659513559939,1
102.25399033351,26.663443038051,1
103.82106719525,32.751784084637,1
106.81828652683,30.527428340561,1
103.12044460244,30.496389966187,1
106.92439856418,30.31344300147,1
103.73017373317,29.567417173242,1
105.57529694385,30.377774984181,1
106.10908262623,30.787679521759,1
101.93304500617,26.545363125904,1
103.87583451434,33.297339735148,1
107.33508905003,32.052674647821,1
104.17355660179,30.764281181788,1
105.10995360011,31.06013964487,1
103.78577705476,30.799805427813,1
104.97847433143,31.764411164875,1
105.07994133544,31.089776058473,1
104.00102682498,31.016241869716,1
106.76647832659,31.678216750673,1
104.68477699226,29.155881847525,1
103.75970149658,29.606620780415,1
103.6539545942,32.817243992982,1
117.60778943386,30.668151404547,1
103.67067433373,29.403375139536,1
105.15480816703,28.367848284308,1
104.35969572172,30.554071714899,1
102.45316600484,29.987792049933,1
105.1779629561,31.186398154675,1
107.11532489326,31.476877223443,1
105.07965939654,31.089955130039,1
104.84137027177,32.206473098115,1
102.93022666821,30.013527006764,1
103.31052889392,30.172380013021,1
102.1167677007,26.893602812593,1
105.1028052705,31.09978621224,1
105.57969461537,30.487948499311,1
103.45840504883,29.574737524647,1
103.88743069842,29.080954859428,1
104.96476529011,28.848537766686,1
104.72060354858,30.663467585517,1
104.0407751262,30.726599696188,1
103.49692258707,30.415497337283,1
101.98521442168,30.062827301239,1
104.68502996433,28.733119362891,1
105.099513661,29.261795948086,1
103.84215751833,30.338569630681,1
104.78113406593,29.336611463296,1
105.45350272184,28.891627494687,1
104.25212595211,33.256646708363,1
104.73764629423,28.283854994623,1
104.04246995138,29.54139031163,1
106.63941310194,30.495636351006,1
104.68465764163,29.452702081604,1
105.48275903349,28.939440967838,1
102.93630357085,25.218397497376,1
102.2464593665,26.665518981634,1
103.95257323211,30.512846220634,1
106.75985446682,32.216137784343,1
106.66429394014,32.167527976136,1
106.77791888875,31.85185753935,1
107.20535625125,31.551705789635,1
107.18259581254,31.493969671428,1
107.11320697982,31.576035634579,1
107.13757033463,31.441664892565,1
106.54590706706,31.90830542446,1
106.9357220479,31.881189322964,1
107.17592250855,32.237431226833,1
107.06387419127,31.461758710919,1
107.14913412268,31.633686168487,1
103.78208133195,30.431356653738,1
103.83288318359,30.050268680659,1
104.28626205575,30.037962341831,1
103.87336151842,29.774748277977,1
103.83268128081,30.050230904904,1
104.16347708859,30.364408242779,1
103.82692719625,30.073991710096,1
104.16757853761,29.998484686719,1
103.82754548447,30.083211592895,1
103.87385894125,30.084146254868,1
104.31131537964,30.106176476768,1
103.87294074897,30.20851439476,1
106.83292532208,32.341728711897,1
102.31602232436,26.558277733614,1
103.87467000417,30.210790642628,1
104.14541198246,29.98202614015,1
103.83250458032,30.052836135543,1
103.87903145465,30.220851170977,1
101.4039505336,27.460765610463,1
104.03210918953,30.58082107704,1
104.15571752354,30.010015674502,1
104.9327525511,30.518569787723,1
103.90811122487,30.232338208735,1
104.21243253507,29.972321505665,1
103.86810236436,30.199790649493,1
103.8225797451,30.05253150645,1
104.0821230264,30.355067637261,1
104.15139454469,30.003274622946,1
104.19485471635,30.680884580943,1
103.00924531138,29.687964104001,1
104.19391809337,29.775477683928,1
102.1926257586,28.145179816843,1
102.24579074439,28.606667160873,1
105.09572405209,31.114950482977,1
104.69800514467,31.529296517309,1
105.08637822448,31.091769618203,1
105.09457687013,31.102158170173,1
105.82819250776,32.447950777588,1
104.7676588455,31.46057752763,1
104.76522566528,31.473082328277,1
101.96804127999,30.056045994121,1
105.83256875687,32.428221656133,1
102.17683952042,27.751837718743,1
103.84933539265,31.691338532318,1
102.99553992976,30.004444967635,1
104.14713957984,31.803401081297,1
104.83860633203,31.391553198169,1
104.78206225196,31.510396548014,1
104.74683675428,31.78560370627,1
104.74364511162,31.493519708229,1
104.39428000178,30.755289398816,1
105.12331344023,31.607447988749,1
104.1400936531,30.624613115642,1
102.61046117013,28.757327950433,1
103.49487648744,31.255469050456,1
104.07736605903,30.702175256322,1
103.88088767089,30.707485488072,1
103.98062156981,30.510608694588,1
103.81256369881,25.489047305561,1
101.80422494528,26.621793188294,1
105.30503273439,30.598833188267,1
104.68906201849,31.024459169061,1
105.41488687091,31.315220110247,1
102.778794695,28.986834620806,1
105.37136256177,31.364310808244,1
104.22601583825,30.564148844028,1
104.26444237671,30.962191812846,1
103.54810328732,31.446526144185,1
104.10495563653,30.807481666859,1
105.37818734427,33.830637368056,1
105.35151181591,30.113321061643,1
105.83779000742,32.444133929454,1
105.81242066271,32.421444404406,1
105.88150498184,32.433712237145,1
105.83785983191,32.444184430245,1
105.82706503266,32.441790869461,1
103.4552076087,29.574514330172,1
105.02823116102,29.385289600855,1
105.12595722585,29.031184485125,1
104.53744185407,32.417219098539,1
103.29788250883,29.601559739075,1
105.74311072068,32.42386968976,1
104.96375450172,29.075205508412,1
104.95956937352,29.176573088507,1
104.99608021841,29.19470805923,1
104.96341291135,29.18698459864,1
103.77331711976,29.582638014417,1
103.92849044628,30.69404025718,1
104.02522645504,30.842593277811,1
104.6313689038,28.808974855527,1
107.51819817313,31.230316320743,1
107.59650048347,31.126199399133,1
107.0818923779,30.621447134724,1
108.1655215726,30.050624021313,1
108.81551635883,30.831322557963,1
107.78569166764,30.910011508342,1
106.96606239425,30.854261105287,1
106.96735810265,30.849329001486,1
107.46011199129,31.206413209379,1
107.87149463739,30.959671760849,1
106.96443462812,30.846321202211,1
107.97968584086,31.205516897022,1
105.08119766713,31.101982925198,1
105.84577483358,32.445195576448,1
105.84437404189,32.443477145697,1
105.84830000618,32.439627763801,1
103.96749074925,30.573408087946,1
104.62144064552,28.794344757543,1
103.12341793995,30.093043036506,1
104.09306801734,30.75275837478,1
104.19829492439,30.715812782399,1
106.74970619257,31.868814086814,1
107.09790893059,31.581110494412,1
106.7750011913,32.098219909578,1
107.03119307093,31.741677443913,1
104.96436949511,29.309081298425,1
104.78061307047,29.395810702937,1
104.87536119656,29.429376159033,1
104.78176861202,29.332363119835,1
103.65038502659,32.86471651061,1
106.49115019367,29.531766745162,1
104.16580630448,30.669060514226,1
104.78185764251,29.337474823269,1
107.10010787569,31.572394022047,1
105.85845285858,32.440985462228,1
105.83328164421,32.450878302932,1
104.75138478846,31.779152122833,1
106.25160327682,32.063296971092,1
104.7692703007,31.42991437859,1
102.27131160842,28.733631429585,1
104.29408944568,30.987150102414,1
103.30079682305,30.170408328706,1
105.10283303497,31.099646617805,1
104.35123594959,30.651880866633,1
104.06972987122,30.714015352944,1
106.82198535433,32.304980956473,1
103.31181537555,30.172568001585,1
104.51235145062,28.179993146583,1
102.17675345815,27.744462593144,1
105.45168846516,30.682282787043,1
101.98521041153,27.023397062726,1
104.54130867606,28.35697871768,1
107.38131887209,32.082986872535,1
105.34855614059,29.014910153478,1
105.1768467716,31.655718688537,1
102.10955898345,26.899078166663,1
103.63405998426,32.797334483781,1
104.95622459822,30.172377913305,1
101.97527033124,27.053146233541,1
104.36691460114,30.439325295942,1
105.00987010254,30.256045585547,1
104.25509155387,30.972736709165,1
104.68951737797,31.687536450355,1
106.55858333901,31.082127975123,1
102.85237358275,29.758654442404,1
106.44404543734,30.384851365171,1
101.71830628686,26.543032562442,1
103.02122464628,30.078665482893,1
102.4905987691,30.007916575442,1
101.74592612704,26.606355961239,1
104.77133378192,32.299886789007,1
104.10779910229,30.60318658637,1
103.95269725595,29.211129433649,1
105.81339693721,31.182159347611,1
105.23268963077,28.315284673849,1
104.8375275527,28.717990918117,1
102.64892440763,30.080126214339,1
106.02226616166,30.448437871223,1
104.98372068765,29.189336492787,1
102.94835369444,29.990951473759,1
105.22346977443,28.265958161289,1
101.50703656703,27.433373358331,1
104.13349640292,30.414306875415,1
103.64431629956,29.696489609357,1
103.66449495785,31.518296691824,1
103.58327108799,31.482106443642,1
105.40817565177,31.236347176477,1
104.03629913609,30.535645166993,1
104.21482210813,30.078111257369,1
103.91678352165,30.792991985213,1
107.46440115208,31.19767746427,1
